,Animal Number,gestation,weeks,visit_results_new,failed_count,parity
23669,20013,1,8,Connection time,3.0,Primiparous
23671,20013,1,9,Connection time,1.0,Primiparous
23687,20013,1,24,Dead milk time,2.0,Primiparous
23695,20013,1,31,Dead milk time,2.0,Primiparous
23701,20013,1,36,Dead milk time,1.0,Primiparous
23704,20013,1,38,Connection time,1.0,Primiparous
23705,20013,1,38,Dead milk time,1.0,Primiparous
23713,20013,1,45,Dead milk time,1.0,Primiparous
23716,20013,1,47,Dead milk time,1.0,Primiparous
23722,20013,1,52,Dead milk time,1.0,Primiparous
23731,20013,2,6,Dead milk time,1.0,Multiparous
23735,20013,2,9,Connection attempt,2.0,Multiparous
23744,20013,2,17,Dead milk time,1.0,Multiparous
23768,20013,2,40,Dead milk time,1.0,Multiparous
23773,20013,2,44,Dead milk time,1.0,Multiparous
23811,20027,2,19,Automatic robot stop,1.0,Multiparous
23814,20027,2,21,Automatic robot stop,1.0,Multiparous
23867,20044,2,25,Dead milk time,1.0,Multiparous
23870,20044,2,27,Dead milk time,1.0,Multiparous
23883,20044,2,39,Automatic robot stop,1.0,Multiparous
23902,20051,2,8,Automatic robot stop,1.0,Multiparous
23925,20051,2,30,Automatic robot stop,1.0,Multiparous
23945,20056,2,2,Connection attempt,1.0,Multiparous
23951,20056,2,7,Connection attempt,1.0,Multiparous
23972,20056,2,27,Connection attempt,1.0,Multiparous
23976,20056,2,30,Dead milk time,2.0,Multiparous
23978,20056,2,31,Dead milk time,1.0,Multiparous
23985,20056,2,38,Dead milk time,2.0,Multiparous
23992,20056,2,44,Dead milk time,1.0,Multiparous
23996,20064,1,4,Connection time,1.0,Primiparous
24000,20064,1,7,Connection time,1.0,Primiparous
24019,20064,1,25,Automatic robot stop,1.0,Primiparous
24029,20064,1,34,Dead milk time,1.0,Primiparous
24031,20064,1,35,Dead milk time,1.0,Primiparous
24036,20064,1,39,Dead milk time,3.0,Primiparous
24038,20064,1,40,Connection time,1.0,Primiparous
24039,20064,1,40,Dead milk time,1.0,Primiparous
24043,20064,1,43,Dead milk time,1.0,Primiparous
24047,20064,1,46,Dead milk time,1.0,Primiparous
24049,20064,1,47,Dead milk time,1.0,Primiparous
24052,20064,1,53,Dead milk time,1.0,Primiparous
24054,20064,2,2,Connection attempt,1.0,Multiparous
24058,20064,2,5,Connection attempt,1.0,Multiparous
24066,20064,2,12,Dead milk time,1.0,Multiparous
24068,20064,2,13,Dead milk time,1.0,Multiparous
24101,20083,2,14,Dead milk time,1.0,Multiparous
24104,20083,2,16,Dead milk time,1.0,Multiparous
24124,20083,2,35,Dead milk time,1.0,Multiparous
24151,20088,2,16,Dead milk time,3.0,Multiparous
24154,20088,2,18,Dead milk time,1.0,Multiparous
24160,20088,2,23,Automatic robot stop,1.0,Multiparous
24163,20100,1,3,Connection attempt,1.0,Primiparous
24168,20100,1,7,Connection attempt,2.0,Primiparous
24170,20100,1,8,Connection attempt,2.0,Primiparous
24192,20100,1,29,Connection time,1.0,Primiparous
24195,20100,1,31,Connection time,3.0,Primiparous
24198,20100,1,33,Connection time,1.0,Primiparous
24202,20100,1,36,Connection attempt,1.0,Primiparous
24203,20100,1,36,Connection time,2.0,Primiparous
24207,20100,1,39,Connection time,1.0,Primiparous
24209,20100,1,40,Connection time,1.0,Primiparous
24242,20100,2,29,Automatic robot stop,1.0,Multiparous
24260,20100,3,3,Dead milk time,1.0,Multiparous
24269,20117,2,2,Automatic robot stop,1.0,Multiparous
24278,20117,2,10,Connection time,2.0,Multiparous
24280,20117,2,11,Connection time,1.0,Multiparous
24296,20117,2,26,Dead milk time,1.0,Multiparous
24307,20120,1,5,Dead milk time,1.0,Primiparous
24312,20120,1,9,Automatic robot stop,1.0,Primiparous
24320,20120,1,16,Connection attempt,1.0,Primiparous
24331,20120,1,26,Connection time,1.0,Primiparous
24352,20120,2,3,Dead milk time,1.0,Multiparous
24373,20120,2,23,Dead milk time,1.0,Multiparous
24386,20120,2,35,Dead milk time,2.0,Multiparous
24389,20120,2,37,Dead milk time,1.0,Multiparous
24421,20128,2,3,Automatic robot stop,1.0,Multiparous
24425,20128,2,6,Dead milk time,2.0,Multiparous
24432,20128,2,12,Dead milk time,1.0,Multiparous
24453,20128,2,32,Connection time,1.0,Multiparous
24454,20128,2,32,Dead milk time,1.0,Multiparous
24458,20128,2,35,Connection time,1.0,Multiparous
24462,20128,2,38,Connection attempt,1.0,Multiparous
24466,20128,2,41,Connection attempt,1.0,Multiparous
24468,20128,2,42,Dead milk time,2.0,Multiparous
24471,20128,2,44,Connection time,1.0,Multiparous
24472,20128,2,44,Dead milk time,1.0,Multiparous
24478,20146,2,4,Stopped by user,1.0,Multiparous
24517,20146,2,42,Dead milk time,1.0,Multiparous
24547,20165,1,28,Connection attempt,1.0,Primiparous
24554,20165,1,34,Connection time,1.0,Primiparous
24580,20165,2,15,Connection time,1.0,Multiparous
24591,20165,2,25,Dead milk time,1.0,Multiparous
24617,20165,2,50,Connection time,1.0,Multiparous
24650,20166,1,29,Dead milk time,2.0,Primiparous
24654,20166,1,32,Dead milk time,2.0,Primiparous
24656,20166,1,33,Connection time,1.0,Primiparous
24666,20166,1,42,Dead milk time,1.0,Primiparous
24673,20166,2,4,Dead milk time,1.0,Multiparous
24681,20166,2,11,Dead milk time,1.0,Multiparous
24685,20166,2,14,Dead milk time,4.0,Multiparous
24691,20166,2,19,Dead milk time,2.0,Multiparous
24696,20166,2,23,Dead milk time,1.0,Multiparous
24708,20166,2,34,Dead milk time,1.0,Multiparous
24730,20172,1,6,Automatic robot stop,1.0,Primiparous
24731,20172,1,6,Other,1.0,Primiparous
24742,20172,1,16,Dead milk time,1.0,Primiparous
24747,20172,1,20,Stopped by user,1.0,Primiparous
24760,20172,1,32,Connection time,1.0,Primiparous
24763,20172,1,34,Connection attempt,1.0,Primiparous
24764,20172,1,34,Connection time,1.0,Primiparous
24768,20172,1,37,Connection time,1.0,Primiparous
24769,20172,1,37,Stopped by user,1.0,Primiparous
24824,20172,2,46,Dead milk time,2.0,Multiparous
24837,20178,2,5,Connection attempt,1.0,Multiparous
24844,20178,2,11,Connection time,1.0,Multiparous
24846,20178,2,12,Connection time,1.0,Multiparous
24856,20182,2,10,Dead milk time,1.0,Multiparous
24861,20182,2,14,Connection time,1.0,Multiparous
24862,20182,2,14,Dead milk time,2.0,Multiparous
24870,20182,2,21,Connection attempt,1.0,Multiparous
24903,20222,2,3,Automatic robot stop,1.0,Multiparous
24911,20222,2,10,Dead milk time,1.0,Multiparous
24923,20222,2,21,Dead milk time,1.0,Multiparous
24928,20222,2,25,Dead milk time,1.0,Multiparous
24932,20222,2,28,Automatic robot stop,1.0,Multiparous
24941,20222,2,36,Dead milk time,1.0,Multiparous
24943,20222,2,37,Dead milk time,1.0,Multiparous
24955,20224,1,9,Automatic robot stop,1.0,Primiparous
24982,20224,1,35,Connection attempt,1.0,Primiparous
24989,20224,1,41,Dead milk time,1.0,Primiparous
24995,20224,2,2,Connection attempt,1.0,Multiparous
25011,20224,2,17,Dead milk time,2.0,Multiparous
25013,20224,2,18,Dead milk time,1.0,Multiparous
25033,20224,2,37,Dead milk time,1.0,Multiparous
25041,20224,2,44,Connection time,1.0,Multiparous
25053,20227,1,5,Connection attempt,1.0,Primiparous
25055,20227,1,6,Connection time,1.0,Primiparous
25060,20227,1,10,Connection attempt,1.0,Primiparous
25061,20227,1,10,Dead milk time,1.0,Primiparous
25064,20227,1,12,Connection attempt,1.0,Primiparous
25067,20227,1,14,Connection attempt,1.0,Primiparous
25074,20227,1,20,Connection time,1.0,Primiparous
25085,20227,1,30,Connection attempt,1.0,Primiparous
25095,20227,1,39,Connection attempt,1.0,Primiparous
25102,20227,1,45,Connection attempt,1.0,Primiparous
25112,20227,1,54,Dead milk time,1.0,Primiparous
25114,20227,1,55,Connection time,1.0,Primiparous
25115,20227,1,55,Dead milk time,1.0,Primiparous
25119,20227,1,58,Dead milk time,1.0,Primiparous
25125,20227,2,5,Dead milk time,1.0,Multiparous
25178,20230,2,3,Dead milk time,1.0,Multiparous
25211,20230,2,35,Connection attempt,3.0,Multiparous
25212,20230,2,35,Dead milk time,1.0,Multiparous
25214,20230,2,36,Connection attempt,1.0,Multiparous
25215,20230,2,36,Connection time,1.0,Multiparous
25247,20257,1,30,Dead milk time,1.0,Primiparous
25258,20257,1,40,Dead milk time,2.0,Primiparous
25260,20257,1,41,Dead milk time,1.0,Primiparous
25275,20257,2,11,Dead milk time,1.0,Multiparous
25280,20257,2,15,Dead milk time,1.0,Multiparous
25282,20257,2,16,Automatic robot stop,1.0,Multiparous
25287,20257,2,20,Connection attempt,1.0,Multiparous
25296,20257,2,28,Dead milk time,1.0,Multiparous
25354,20273,1,12,Other,1.0,Primiparous
25356,20273,1,13,Connection time,1.0,Primiparous
25359,20273,1,15,Dead milk time,1.0,Primiparous
25402,20273,2,2,Dead milk time,1.0,Multiparous
25424,20273,2,23,Automatic robot stop,1.0,Multiparous
25494,20295,2,47,Dead milk time,1.0,Multiparous
25517,20311,3,18,Connection attempt,1.0,Multiparous
25573,20380,1,29,Dead milk time,2.0,Primiparous
25638,20387,1,22,Connection time,4.0,Primiparous
25640,20387,1,23,Connection attempt,3.0,Primiparous
25642,20387,1,24,Connection attempt,1.0,Primiparous
25643,20387,1,24,Connection time,2.0,Primiparous
25646,20387,1,26,Connection time,2.0,Primiparous
25648,20387,1,27,Connection time,3.0,Primiparous
25653,20387,1,31,Connection time,1.0,Primiparous
25654,20387,1,31,Dead milk time,1.0,Primiparous
25657,20387,1,33,Connection time,1.0,Primiparous
25658,20387,1,33,Dead milk time,1.0,Primiparous
25660,20387,1,34,Connection time,1.0,Primiparous
25662,20387,1,35,Connection time,1.0,Primiparous
25665,20387,1,37,Connection time,3.0,Primiparous
25666,20387,1,37,Dead milk time,1.0,Primiparous
25668,20387,1,38,Connection time,2.0,Primiparous
25670,20387,1,39,Connection time,2.0,Primiparous
25671,20387,1,39,Dead milk time,1.0,Primiparous
25673,20387,1,40,Dead milk time,1.0,Primiparous
25675,20387,1,41,Connection attempt,1.0,Primiparous
25676,20387,1,41,Connection time,1.0,Primiparous
25678,20387,1,42,Connection time,6.0,Primiparous
25679,20387,1,42,Dead milk time,1.0,Primiparous
25681,20387,1,43,Connection time,7.0,Primiparous
25683,20387,1,44,Connection time,1.0,Primiparous
25689,20387,2,6,Dead milk time,1.0,Multiparous
25696,20387,2,12,Dead milk time,1.0,Multiparous
25699,20387,2,14,Connection time,1.0,Multiparous
25711,20387,2,25,Connection time,3.0,Multiparous
25715,20387,2,28,Connection time,6.0,Multiparous
25720,20387,2,32,Connection time,2.0,Multiparous
25722,20387,2,33,Connection time,1.0,Multiparous
25726,20387,2,36,Dead milk time,1.0,Multiparous
25728,20387,2,37,Connection attempt,2.0,Multiparous
25729,20387,2,37,Connection time,1.0,Multiparous
25731,20387,2,38,Connection time,2.0,Multiparous
25733,20387,2,39,Connection time,3.0,Multiparous
25736,20387,2,41,Connection time,3.0,Multiparous
25738,20387,2,42,Connection attempt,1.0,Multiparous
25739,20387,2,42,Connection time,12.0,Multiparous
25745,20397,2,5,Dead milk time,1.0,Multiparous
25762,20397,2,21,Dead milk time,2.0,Multiparous
25764,20397,2,22,Dead milk time,1.0,Multiparous
25767,20397,2,24,Dead milk time,1.0,Multiparous
25769,20397,2,25,Dead milk time,1.0,Multiparous
25780,20397,2,35,Dead milk time,2.0,Multiparous
25782,20397,2,36,Connection time,1.0,Multiparous
25790,20397,2,43,Dead milk time,1.0,Multiparous
25794,20397,2,46,Connection attempt,1.0,Multiparous
25795,20397,2,46,Dead milk time,1.0,Multiparous
25822,20438,2,5,Dead milk time,1.0,Multiparous
25824,20438,2,6,Dead milk time,1.0,Multiparous
25829,20438,2,10,Dead milk time,1.0,Multiparous
25831,20438,2,11,Dead milk time,1.0,Multiparous
25838,20438,2,17,Connection attempt,1.0,Multiparous
25842,20438,2,20,Connection time,1.0,Multiparous
25843,20438,2,20,Dead milk time,2.0,Multiparous
25845,20438,2,21,Dead milk time,1.0,Multiparous
25847,20438,2,22,Dead milk time,2.0,Multiparous
25850,20438,2,24,Dead milk time,1.0,Multiparous
25852,20438,2,25,Dead milk time,1.0,Multiparous
25854,20438,2,26,Dead milk time,2.0,Multiparous
25857,20438,2,28,Dead milk time,1.0,Multiparous
25859,20438,2,29,Dead milk time,1.0,Multiparous
25861,20438,2,30,Dead milk time,2.0,Multiparous
25866,20453,1,6,Automatic robot stop,1.0,Primiparous
25867,20453,1,6,Connection attempt,1.0,Primiparous
25874,20453,1,12,Connection attempt,2.0,Primiparous
25875,20453,1,12,Connection time,5.0,Primiparous
25877,20453,1,13,Connection attempt,1.0,Primiparous
25878,20453,1,13,Connection time,1.0,Primiparous
25880,20453,1,14,Connection attempt,1.0,Primiparous
25881,20453,1,14,Connection time,1.0,Primiparous
25883,20453,1,15,Connection time,3.0,Primiparous
25885,20453,1,16,Connection attempt,1.0,Primiparous
25886,20453,1,16,Connection time,4.0,Primiparous
25904,20453,2,18,Connection time,1.0,Multiparous
25909,20453,2,22,Connection time,1.0,Multiparous
25919,20453,2,31,Dead milk time,1.0,Multiparous
25924,20453,2,35,Dead milk time,1.0,Multiparous
25927,20453,2,37,Dead milk time,1.0,Multiparous
25968,20461,2,32,Dead milk time,1.0,Multiparous
25973,20473,2,4,Dead milk time,1.0,Multiparous
25992,20473,2,22,Dead milk time,2.0,Multiparous
25995,20473,2,24,Dead milk time,1.0,Multiparous
25997,20473,2,25,Dead milk time,1.0,Multiparous
26002,20473,2,29,Dead milk time,1.0,Multiparous
26009,20473,2,35,Connection time,1.0,Multiparous
26010,20473,2,35,Dead milk time,1.0,Multiparous
26020,20473,2,44,Dead milk time,1.0,Multiparous
26038,20474,2,17,Connection time,1.0,Multiparous
26045,20474,2,23,Dead milk time,1.0,Multiparous
26049,20474,2,26,Connection attempt,1.0,Multiparous
26052,20474,2,28,Automatic robot stop,1.0,Multiparous
26088,20474,3,16,Dead milk time,1.0,Multiparous
26128,20479,2,13,Connection time,1.0,Multiparous
26130,20479,2,14,Automatic robot stop,1.0,Multiparous
26138,20479,2,21,Connection time,3.0,Multiparous
26140,20479,2,22,Connection time,1.0,Multiparous
26143,20479,2,24,Connection time,2.0,Multiparous
26154,20488,1,4,Dead milk time,1.0,Primiparous
26191,20488,1,40,Dead milk time,1.0,Primiparous
26207,20499,2,4,Dead milk time,7.0,Multiparous
26213,20501,2,6,Connection time,1.0,Multiparous
26247,20503,2,9,Automatic robot stop,1.0,Multiparous
26264,20503,2,25,Automatic robot stop,1.0,Multiparous
26270,20503,2,30,Connection time,1.0,Multiparous
26275,20505,1,4,Connection time,1.0,Primiparous
26280,20505,1,8,Connection attempt,1.0,Primiparous
26282,20505,1,9,Connection attempt,1.0,Primiparous
26339,20518,2,2,Dead milk time,2.0,Multiparous
26359,20518,2,21,Connection attempt,1.0,Multiparous
26361,20518,2,22,Connection attempt,1.0,Multiparous
26363,20518,2,23,Dead milk time,1.0,Multiparous
26365,20518,2,24,Connection attempt,1.0,Multiparous
26367,20518,2,25,Connection attempt,2.0,Multiparous
26370,20518,2,27,Connection time,2.0,Multiparous
26371,20518,2,27,Dead milk time,2.0,Multiparous
26373,20518,2,28,Connection attempt,2.0,Multiparous
26375,20518,2,29,Connection attempt,2.0,Multiparous
26376,20518,2,29,Connection time,2.0,Multiparous
26378,20518,2,30,Connection attempt,2.0,Multiparous
26379,20518,2,30,Dead milk time,2.0,Multiparous
26381,20518,2,31,Connection time,2.0,Multiparous
26383,20518,2,32,Connection attempt,3.0,Multiparous
26384,20518,2,32,Connection time,1.0,Multiparous
26386,20518,2,33,Connection attempt,3.0,Multiparous
26387,20518,2,33,Connection time,1.0,Multiparous
26389,20518,2,34,Connection attempt,2.0,Multiparous
26391,20518,2,35,Connection attempt,2.0,Multiparous
26392,20518,2,35,Connection time,1.0,Multiparous
26394,20518,2,36,Connection attempt,1.0,Multiparous
26395,20518,2,36,Connection time,1.0,Multiparous
26397,20518,2,37,Connection time,2.0,Multiparous
26399,20518,2,38,Connection attempt,1.0,Multiparous
26400,20518,2,38,Connection time,2.0,Multiparous
26404,20518,2,41,Connection attempt,3.0,Multiparous
26411,20524,2,3,Connection attempt,1.0,Multiparous
26421,20524,2,12,Connection time,1.0,Multiparous
26424,20524,2,14,Dead milk time,1.0,Multiparous
26429,20524,2,18,Connection time,1.0,Multiparous
26461,20526,2,23,Connection time,1.0,Multiparous
26474,20526,2,35,Dead milk time,1.0,Multiparous
26498,20531,1,14,Connection attempt,1.0,Primiparous
26501,20531,1,16,Automatic robot stop,1.0,Primiparous
26504,20531,1,18,Connection attempt,1.0,Primiparous
26512,20531,1,25,Connection time,1.0,Primiparous
26516,20531,1,28,Connection time,2.0,Primiparous
26534,20537,2,8,Connection time,1.0,Multiparous
26559,20552,1,46,Dead milk time,2.0,Primiparous
26568,20552,2,9,Dead milk time,1.0,Multiparous
26575,20552,2,15,Connection time,1.0,Multiparous
26577,20552,2,16,Dead milk time,2.0,Multiparous
26579,20552,2,17,Connection time,3.0,Multiparous
26581,20552,2,18,Connection attempt,1.0,Multiparous
26582,20552,2,18,Connection time,3.0,Multiparous
26584,20552,2,19,Connection time,2.0,Multiparous
26586,20552,2,20,Connection attempt,1.0,Multiparous
26587,20552,2,20,Connection time,9.0,Multiparous
26588,20552,2,20,Dead milk time,1.0,Multiparous
26591,20552,2,22,Dead milk time,1.0,Multiparous
26593,20552,2,23,Connection time,2.0,Multiparous
26597,20552,2,26,Connection time,1.0,Multiparous
26602,20552,2,30,Dead milk time,1.0,Multiparous
26610,20557,1,5,Stopped by user,1.0,Primiparous
26638,20557,1,32,Automatic robot stop,1.0,Primiparous
26639,20557,1,32,Dead milk time,1.0,Primiparous
26653,20557,2,4,Dead milk time,1.0,Multiparous
26676,20557,2,26,Connection attempt,2.0,Multiparous
26679,20557,2,28,Connection attempt,1.0,Multiparous
26690,20557,2,38,Dead milk time,1.0,Multiparous
26711,20558,1,10,Connection attempt,1.0,Primiparous
26713,20558,1,11,Connection attempt,5.0,Primiparous
26726,20558,1,23,Dead milk time,1.0,Primiparous
26730,20558,1,26,Dead milk time,1.0,Primiparous
26733,20558,1,28,Automatic robot stop,1.0,Primiparous
26735,20558,1,29,Dead milk time,1.0,Primiparous
26742,20558,1,35,Dead milk time,1.0,Primiparous
26744,20558,1,36,Dead milk time,1.0,Primiparous
26747,20558,1,38,Connection attempt,1.0,Primiparous
26748,20558,1,38,Dead milk time,1.0,Primiparous
26753,20558,2,5,Automatic robot stop,1.0,Multiparous
26758,20558,2,9,Dead milk time,2.0,Multiparous
26761,20558,2,11,Dead milk time,1.0,Multiparous
26767,20558,2,16,Dead milk time,1.0,Multiparous
26775,20558,2,23,Dead milk time,1.0,Multiparous
26804,20562,1,19,Dead milk time,1.0,Primiparous
26810,20562,1,24,Automatic robot stop,1.0,Primiparous
26822,20562,1,35,Dead milk time,2.0,Primiparous
26825,20562,1,37,Connection time,1.0,Primiparous
26829,20562,1,40,Automatic robot stop,1.0,Primiparous
26831,20562,1,41,Dead milk time,1.0,Primiparous
26842,20562,2,10,Dead milk time,1.0,Multiparous
26846,20562,2,13,Dead milk time,1.0,Multiparous
26848,20562,2,14,Dead milk time,2.0,Multiparous
26853,20562,2,18,Connection time,1.0,Multiparous
26855,20562,2,19,Dead milk time,1.0,Multiparous
26860,20562,2,23,Dead milk time,1.0,Multiparous
26865,20562,2,27,Dead milk time,2.0,Multiparous
26872,20562,2,33,Dead milk time,2.0,Multiparous
26876,20562,2,36,Dead milk time,1.0,Multiparous
26878,20562,2,37,Dead milk time,1.0,Multiparous
26880,20562,2,38,Dead milk time,2.0,Multiparous
26883,20562,2,40,Dead milk time,1.0,Multiparous
26886,20562,2,42,Dead milk time,1.0,Multiparous
26892,20562,2,47,Dead milk time,1.0,Multiparous
26894,20562,2,48,Dead milk time,2.0,Multiparous
26915,20564,2,18,Connection attempt,1.0,Multiparous
26922,20564,2,24,Connection time,1.0,Multiparous
26937,20570,2,2,Connection time,1.0,Multiparous
26957,20570,2,21,Connection time,1.0,Multiparous
26959,20570,2,22,Connection time,2.0,Multiparous
26962,20570,2,24,Connection time,2.0,Multiparous
26975,20574,2,13,Dead milk time,1.0,Multiparous
26982,20574,2,19,Dead milk time,1.0,Multiparous
27048,20575,2,4,Automatic robot stop,1.0,Multiparous
27069,20575,2,24,Dead milk time,1.0,Multiparous
27076,20580,1,7,Automatic robot stop,1.0,Primiparous
27079,20580,1,9,Connection time,1.0,Primiparous
27081,20580,1,10,Automatic robot stop,1.0,Primiparous
27087,20580,1,15,Connection time,1.0,Primiparous
27097,20580,2,9,Dead milk time,2.0,Multiparous
27105,20580,2,16,Dead milk time,1.0,Multiparous
27147,20587,1,25,Dead milk time,1.0,Primiparous
27178,20589,1,4,Automatic robot stop,1.0,Primiparous
27179,20589,1,4,Dead milk time,1.0,Primiparous
27191,20589,1,15,Connection time,1.0,Primiparous
27200,20589,1,23,Connection time,2.0,Primiparous
27204,20589,1,26,Connection attempt,1.0,Primiparous
27206,20589,1,27,Connection attempt,1.0,Primiparous
27208,20589,1,28,Connection attempt,1.0,Primiparous
27211,20589,1,30,Connection attempt,2.0,Primiparous
27214,20589,1,32,Connection attempt,1.0,Primiparous
27221,20589,1,38,Connection time,1.0,Primiparous
27251,20589,2,28,Connection time,1.0,Multiparous
27261,20589,2,37,Connection time,1.0,Multiparous
27265,20589,2,40,Connection time,1.0,Multiparous
27267,20589,2,41,Connection time,1.0,Multiparous
27269,20589,2,42,Connection time,1.0,Multiparous
27286,20595,1,12,Connection time,1.0,Primiparous
27290,20595,1,15,Connection attempt,1.0,Primiparous
27295,20595,1,19,Dead milk time,1.0,Primiparous
27314,20595,1,37,Connection time,1.0,Primiparous
27320,20595,1,42,Connection time,1.0,Primiparous
27336,20601,1,4,Connection attempt,1.0,Primiparous
27340,20601,1,7,Connection attempt,1.0,Primiparous
27342,20601,1,8,Connection time,1.0,Primiparous
27343,20601,1,8,Other,1.0,Primiparous
27359,20601,2,13,Dead milk time,1.0,Multiparous
27369,20601,2,22,Connection time,1.0,Multiparous
27373,20601,2,25,Dead milk time,1.0,Multiparous
27378,20601,2,29,Dead milk time,1.0,Multiparous
27382,20601,2,32,Dead milk time,2.0,Multiparous
27434,20628,1,24,Dead milk time,1.0,Primiparous
27449,20628,1,38,Dead milk time,1.0,Primiparous
27453,20628,1,41,Connection time,1.0,Primiparous
27454,20628,1,41,Dead milk time,1.0,Primiparous
27461,20628,2,3,Dead milk time,1.0,Multiparous
27465,20628,2,6,Dead milk time,1.0,Multiparous
27470,20628,2,10,Dead milk time,2.0,Multiparous
27479,20628,2,18,Dead milk time,1.0,Multiparous
27487,20628,2,25,Dead milk time,1.0,Multiparous
27500,20628,2,37,Dead milk time,1.0,Multiparous
27507,20628,2,43,Dead milk time,2.0,Multiparous
27558,20632,1,7,Connection time,1.0,Primiparous
27559,20632,1,7,Other,1.0,Primiparous
27560,20632,1,7,Stopped by user,1.0,Primiparous
27569,20632,1,15,Connection attempt,1.0,Primiparous
27611,20632,2,15,Dead milk time,1.0,Multiparous
27620,20632,2,23,Dead milk time,1.0,Multiparous
27624,20632,2,26,Connection time,1.0,Multiparous
27625,20632,2,26,Dead milk time,1.0,Multiparous
27627,20632,2,27,Connection time,1.0,Multiparous
27628,20632,2,27,Dead milk time,1.0,Multiparous
27631,20632,2,29,Connection time,2.0,Multiparous
27639,20632,2,36,Connection time,2.0,Multiparous
27646,20632,2,42,Dead milk time,1.0,Multiparous
27649,20635,2,1,Dead milk time,3.0,Multiparous
27673,20641,2,20,Automatic robot stop,1.0,Multiparous
27682,20641,2,28,Connection time,1.0,Multiparous
27687,20641,2,32,Connection time,1.0,Multiparous
27692,20641,2,36,Connection time,1.0,Multiparous
27712,20646,2,8,Dead milk time,1.0,Multiparous
27730,20648,2,5,Dead milk time,1.0,Multiparous
27734,20648,2,8,Dead milk time,1.0,Multiparous
27736,20648,2,9,Dead milk time,1.0,Multiparous
27753,20651,1,15,Connection time,1.0,Primiparous
27768,20651,1,29,Connection attempt,1.0,Primiparous
27769,20651,1,29,Connection time,1.0,Primiparous
27771,20651,1,30,Dead milk time,1.0,Primiparous
27773,20651,1,31,Dead milk time,1.0,Primiparous
27777,20651,1,34,Dead milk time,1.0,Primiparous
27782,20651,1,38,Dead milk time,1.0,Primiparous
27787,20651,1,42,Dead milk time,1.0,Primiparous
27789,20651,1,43,Dead milk time,3.0,Primiparous
27802,20651,2,12,Dead milk time,1.0,Multiparous
27839,20664,2,5,Automatic robot stop,1.0,Multiparous
27852,20664,2,17,Dead milk time,1.0,Multiparous
27888,20678,1,22,Connection time,1.0,Primiparous
27916,20678,2,4,Connection time,1.0,Multiparous
27920,20678,2,7,Automatic robot stop,1.0,Multiparous
27921,20678,2,7,Connection attempt,1.0,Multiparous
27937,20678,2,22,Automatic robot stop,2.0,Multiparous
27954,20678,2,38,Automatic robot stop,1.0,Multiparous
27983,20684,1,20,Connection attempt,1.0,Primiparous
27985,20684,1,21,Connection attempt,1.0,Primiparous
27987,20684,1,22,Connection attempt,1.0,Primiparous
27989,20684,1,23,Connection attempt,1.0,Primiparous
27997,20684,1,30,Connection attempt,1.0,Primiparous
28003,20684,1,35,Dead milk time,1.0,Primiparous
28005,20684,1,36,Connection attempt,1.0,Primiparous
28015,20684,2,3,Connection attempt,5.0,Multiparous
28018,20684,2,5,Dead milk time,1.0,Multiparous
28029,20684,2,15,Connection attempt,3.0,Multiparous
28030,20684,2,15,Dead milk time,1.0,Multiparous
28032,20684,2,16,Connection attempt,2.0,Multiparous
28033,20684,2,16,Dead milk time,2.0,Multiparous
28035,20684,2,17,Dead milk time,1.0,Multiparous
28037,20684,2,18,Connection attempt,1.0,Multiparous
28039,20684,2,19,Connection attempt,1.0,Multiparous
28040,20684,2,19,Dead milk time,1.0,Multiparous
28042,20684,2,20,Automatic robot stop,1.0,Multiparous
28043,20684,2,20,Connection attempt,2.0,Multiparous
28045,20684,2,21,Dead milk time,1.0,Multiparous
28048,20684,2,23,Connection attempt,1.0,Multiparous
28053,20684,2,27,Connection attempt,3.0,Multiparous
28055,20684,2,28,Connection attempt,3.0,Multiparous
28058,20684,2,30,Connection attempt,1.0,Multiparous
28059,20684,2,30,Dead milk time,1.0,Multiparous
28065,20684,2,35,Connection attempt,1.0,Multiparous
28067,20684,2,36,Connection attempt,1.0,Multiparous
28069,20684,2,37,Connection attempt,2.0,Multiparous
28080,20690,2,5,Dead milk time,1.0,Multiparous
28090,20690,2,14,Connection attempt,1.0,Multiparous
28134,20693,1,8,Connection time,1.0,Primiparous
28154,20693,1,27,Dead milk time,1.0,Primiparous
28156,20693,1,28,Dead milk time,1.0,Primiparous
28158,20693,1,29,Dead milk time,1.0,Primiparous
28160,20693,1,30,Dead milk time,1.0,Primiparous
28165,20693,1,34,Dead milk time,1.0,Primiparous
28168,20693,1,36,Dead milk time,1.0,Primiparous
28170,20693,1,37,Dead milk time,2.0,Primiparous
28173,20693,1,39,Connection attempt,1.0,Primiparous
28174,20693,1,39,Dead milk time,1.0,Primiparous
28203,20693,2,27,Connection time,1.0,Multiparous
28213,20693,2,36,Connection attempt,1.0,Multiparous
28255,20702,1,4,Connection attempt,1.0,Primiparous
28289,20702,2,19,Automatic robot stop,1.0,Multiparous
28293,20702,2,22,Connection attempt,1.0,Multiparous
28299,20702,2,27,Dead milk time,1.0,Multiparous
28301,20702,2,28,Automatic robot stop,1.0,Multiparous
28303,20702,2,29,Automatic robot stop,1.0,Multiparous
28306,20702,2,31,Dead milk time,1.0,Multiparous
28313,20702,2,37,Automatic robot stop,1.0,Multiparous
